content,score
"Sorry to say, masih ada beberapa fitur yang broken, padahal katanya Bimbel No. 1 di Indonesia, tapi kok broken ya? Dua fitur broken di aplikasi ini udah saya alamin, yang pertama fitur cek peluang prodi, ga semua prodi terunlock fiturnya. Misal prodi Manajemen bisa dibuka, prodi Teknik Elektro malah white screen. Yang kedua, fitur Rasionalisasi SNBP. Awal-awal pakai sih aman aja ya, langsung ketahuan tuh berapa persen bisa lolos (berdasarkan prediksi ruangguru). Pas kedua kalinya malah error :)",1
"sumpah demi apapun, aplikasi ini bagus!! recommended banget bagi yang nyari bimbel!! aku pengguna baru. dari ruangguru, aku belajar banyak hal yang bisa ku permudah bahkan tak terpikirkan! aku senang sekali menggunakan nya, aku harap aku akan memiliki uang untuk berlangganan beberapa waktu kedepan. aku senang dapat mengetahui hal yang tak ku ketahui, terimakasih telah hadir ruangguru, benar-benar sangat membantu💙",5
"Sebenernya untuk masalah internal nya gak ada malah cukup membantu, tapi masalah externalnya yang jadi masalah, seperti sales yang memaksa dan mengirim pesan beruntun ke wa saya, menurut saya ini sudah mengarah ke teror bukan hanya 1,2 kali tapi sudah puluhan kali sudah puluhan kali juga saya memblokir nomor sales-nya tapi tetap datang juga. saya merasakan adanya pelanggaran privasi yang dilakukan aplikasi ini, lama kelamaan kesabaran saya juga bisa habis.",1
"Yaallah benci banget sekarang sama apk ini, Apk nya eror mulu bikin ga mood mau belajarr, dari yang tadi nya mood mau belajar malah ga mood. Ga di Ipad ga di HP apk nya eror mulu, tombol nya gabisa di pencet,nge freez mulu, bank soal isinya kurikulum 2013 adanya ga ada kurmer gimana mau belajar buat ulangan. Jadi males buat berlangganan Brain academy lagi.",1
"sangat membantu dalam proses pembelajaran, materi yang diberikan sangat variatif, terdapat ribuan video yang dapat membantu siswa memahami materi, dan masih banyak fitur² canggih lainnya.",5
Sangat membantu Mungkin perbanyak fitur yang gratis supaya pengguna baru yang rata rata pelajar bisa mengakses slmateri dan soal yang dipelajari dengan mudah dan paham,5
"Sangat bagus rekoment banget belajar di ruang guru tapi sayang nya soal2 latihan nya dan pilihan jawaban nya kadang2 tidak muncul,tapi gpp tetep aku kasih bintang 5",5
"rungguru bagus sih untuk apl belajar, jdi mudah paham, animasi menarik, ada soal2 latihan cuma kurangnya waktu materi extra ketka d pencet malah d suruh update pdhl udh update udh install ulang, jdi gabisa belajar materi extra tsb, dan stlh langganan pasti ada bnyk nomer yg chat menawarkan untuk ugrade paket belajar, mohon untuk d perbaiki lagi, terimakasih",4
"Sangat membantu dalam pembelajaran. Mentor yang asik juga mudah dipahami dalam menyampaikan materi serta, kita bisa belajar lebih dari 2 mapel melainkan semua mapel 😍😍🥰",5
"Tolong dong ruangguru, aplikasinya udah bagus. Tapi pls banget jangan ngespam di WA maksa buat langganan. Kalau di kasih nomor pribadi yang amanah, jangan di sebar dong. Nge spam banyak banget di WA, gangu banget. Udah aku blokirin masih aja yg nge WA pakai nomor yang berbeda.",1
"Saya tidak menggunakan ruangguru, tetapi biasanya tim tim ruangguru selalu spam saya di WhatsApp dan mengatakan bahwa saya ini seseorang yang ingin konsultasi di bimbel ruangguru, saya sudah muak. Ini adalah satu satunya cara saya melapor ☹️😩",1
Aplikasinya oke lah. Tapi tolonglah kalau promosi jangan maksa. Kalian promosi ke nomor WA saya sampai puluhan kali. Saya puluhan kali juga blokir nomor-nomor kalian. Saya sudah lulus cok gak butuhin kalian lagi. Jujur aja mengganggu banget metode kalian promosi ke nomor pengguna. Mending kalau promosi ke orang yang tepat mah. Lah kalian promosi ke orang yang salah hey?!! Tolonglah Ruangguru perhatiannya. (Edit) Tadinya di suruh isi formulir dan tetap saja masih dikontak. Emang parah ini.,1
Saat saya menggunakan aplikasi ini saya kan sudah daftar mengunakan email dan nomor saya yg sekarang saya tidak membuka aplikasi ini lebih dri sebelum dan akun saya hilang saat saya ingin mendaftar lagi tidak bisa karena no saya yg sekarang sudah terdaftar 🥲😕,2
Aplikasi nya sudah bagus cuma kurang 1 hal aja yaitu mengapa tidak ada fitur diskusi di vidio pembelajaran padahal itu membantu banget bagi saya untuk menanyakan materi yg blum saya pahami,5
"min kok ruang guru saya pas mau masuk malah bug di logo tulisan ruang guru, pdhl jaringan saya bagus aj min, Kenapa bisa gituu? sudah mid udh baik tdi sepertinya error saja tpi pas saya coba lagi udh bisa seperti biasanya",4
"aplikasi yang sangat membantu dan memiliki pelayanan yang sangat ramah, ini adalah aplikasi yang sangat rekomen buat belajar untuk anak sekolah seperti saya ataupun mahasiswa, dan Video yang mudah di pahami 👍🏻👍🏻👍🏻👍🏻👍🏻",5
"Udah berlangganan tapi gak bisa buka kuis, rangkuman, dan kisi-kisi soal serta video pembelajaran lainnya, malahan disuruh berlangganan lagi padahal udah. Percuma dong aku langganan kalo gitu",1
"Terdapat bug di kuiz, tidak dapat melanjutkan ke soal selanjutnya, harus keluar dari aplikasi terlebih dahulu itupun terkadang masih terjadi bug",2
"Aplikasi sangat membantu sekali , saran saya tambahkan mapel informatika,Senin budaya,dan penjas(pendidikan jasmani). Dan juga aplikasinya bisa keluar sendiri. Itu saja terima kasih 🙏🏿😊",5
"saya merasa terganggu dan saya tidak nyaman apabila di chat dengan nomer yang berbeda yang mengatasnamakan ruanggguru, beberapa kali saya di chat, di telpon, saya merasa terganggu dan mohon untuk pengertiannya semua orang punya kesibukan masing-masing, jadi mohon berhenti untuk seperti itu lagi. terimakasi",1
"Jujur fiturnya emang udah bagus, tapi sayangnya app masi sering keluar sendiri atau cuma tampilan layar putih aja pas masuk, kecewa di situnya, mohon diperbaiki",3
"Aneh aplikasinya cok, mau latihan di drill soal tapi gak muncul-muncul pilihan subbab nya. Padahal aku yakin jaringan ku itu bagus. Aneh ni aplikasi.",1
"Aku suka banget belajar visual gini, tapi kenapa susah buka fitur adapto ya kalo di laptop, padahal kalo pake hp lancar lancar ajaa, tapi so far semuanya okee",5
saya sudah langganan 2 tahun tapi kecewa dengan update ui yg sekarang bukannya mempermud malah memperibet mata pelajaran ga bisa diliat semua ga bisa discroll padahal dulu biasa aja,3
"sebenernya ga suka pelajaran hitung²an, tapi pas liat video penjelasannya yang seru jadi suka. tapi aplikasi dan servernya perbaiki lagi karna biasanya suka eror",4
Aplikasi ini bagus untuk membantu Generasi muda untuk semangat belajar dan membantu untuk memahami pelajaran secara mudah,5
"ngeselin. aku dah beli 3 koin buat nanya tutor selama 25 menit tapi nyari tutornya susah banget, dikit dikit ""tutor sedang ada disesi lain"". dicoba di hari besok, terus dapet 2 tutor yang belum 1 menit tbtb ""tutor mengakhiri sesi"" ??? itu emg aplikasi nya error atau emg di cancel sm tutornya?. tolong lah perbaikin! jd merugikan org lain, buat apa ada fitur tanya tutor kalo gabisa digunain? padahal lg buru buru buat nugas. kl gabisa trs balikin duit gw 🙄",1
"Untuk keseluruhan fitur belajar bagus kok, tetapi saya kurang suka bahkan muak dengan pengajar di roboguru Plus yang TIDAK MENGHARGAI harga koin kita selama 25 menit untuk konsul pr pengerjaan terutama MTK, ada yang terlalu lama balasnya lah, ada yang cara penyelesaiannya kurang puas lah.. padahal kita bayar mahal lho itu koin tujuannya supaya kita paham dan puas dengan cara penyelesaianya bukan ?, apalagi gurunya udh tua saya bingung dia ngerjarin apa saya nangkepin soalnya apa, ga singkronn...",1
"Saya download ruang guru cuma mau lihat coc sama nyoba tantangan pas coc, jadi kalo saya gabut, saya bisa coba main cryptarithm meskipun tidak terlalu mengerti, itu sangatlah menghibur kegabutanku😋😋😋 btw coc s2 kapan nih jadinya😆😆😆😆😆😆",5
"Bagus bangeet membantu untuk belajar, mendalami materi, tanya tanya soal, dan untuk persiapan PTN. Ayoo kalian juga harus download sekarang karena ini membantu banget, buat kalian yang masih bingung belum paham sama pelajar pelajaran di sekolah kalian biasa belajar disini looh. Download sekarang dan bergabung dengar Ruanguru🤩",5
Aplikasinya bagus tapi videonya pas dikecilin malah ngerestart dan kalau suka muncul lanjut ke kuis yang nggak bisa hilang,4
"Untuk fitur sebenarnya udah bagus banget malah, tapi kenapa y pas mau ngajuin pertanyaan di forum ada tulisan ""no healthy upstream"" mohon diperbaiki y..",3
Karna dgn belajar di ruang guru saya menjadi lebih gampang memahami dan bisa berpikir lebih logis,5
"jujur bagus banget sih materinya gampang di mengerti terus lumayan ga ngebosenin, tapi minus nya ada sebagian materi disekolah yang di pelajari ga ada di situ",5
ruangguru emang best deh!!! dikasih juga gratisan buat yg ga berlangganan. ini membantu aku buat belajar meskipun aku engga berlangganan. terimakasih,5
Sangat mengedukasi terimakasih telah membantu saya dalam proses belajar belajar lebih nyaman dan praktis di manapun meski jadwal padat.👍 Tapi kalau bisa ya min vidio nya ada fitur teks nya biar kalau lagi malem GK pakai suara besar hehehe tapi udah bagus kok,5
"Bukan sekali dua kali hal ini terjadi. Aplikasi terbuka namun hanya ada warna putih doang tanpa fitur mata pelajaran atau yang lainnya. Mungkin delay atau jaringan saya yang selalu saha. Tetapi ketika saya gunakan untuk aplikasi lain, ternyata masih bisa. Tolong perbaiki segera. Saya jadi gak nyaman ketika belajar kalau gini terus-terusan",2
applikasi ini sangat membantu saya dalam belajar dan menjadi yang terbaik dan terus berjuang untuk mendapatkan nilai yang sempurna. TERIMA KASIH RUANG GURU🤩🤩,5
Saya senang bisa belajar di ruang guru..bisa bertemu dengan teman teman di seluruh Indonesia..saya mau request.. boleh tidak Avatar yg ada di app ruang guru kita buat sesuai keinginan kita..dan bisa mengambil dari galeri atau foto🙏🏻..biar seru 😁,5
"Membantu bangett buat aku mengulangi pelajaran, penjelasan materi pun bertahap, lebih konsisten dalam belajar💗⏰🩷",5
"baguss bgtt plis jd banyak materi yang aku pahami, suka bgt sma pemateri nyaa bner' lengkap. kalo mau enak ya langganan dongg, jgn mau nya gratis doangg. jd buruan deh download.",5
Mantap aplikasi nya saya bisa memahami apa itu bangun sisi lengkung dan cara mengerjakannya dan memahami rumus rumus nya terimakasih next depan lebih bagus,5
bagus banget tapi ya ngeleg ada iklan nya juga,5
"Gw amaze sm orang2 dibalik Ruangguru! semua materi sangat mudah masuk ke kepala, bahkan lebih mudah dimengerti dari pada guru dikelas!! Big thanks to Ruangguru!! ❤️ btw klo aku sharing materi2 ato infografis dari ruangguru ke temen2 aku boleh ga?",5
Aplikasi ruangguru sangat ngebantu banget buat belajar dan penjelasan nya mudah dipahami apalagi ada kuis nya serasa main game deh,5
"rekomendasi banget buat bimbel, penjelasan materi nya jg banyak",5
"erorrr terusss katanya internet bermasalah padahal udah pakai kouta juga masih gabisa, tolong dong diatasi permasalahan nya buka medsos lain lancar2 aja apk ini doang yg gabisaa",1
Aplikasi ancur udah ribet lag segala lagi padahal jaringan ok aja tapi video nya gak kemuat Mulu mau belajar malah stress gr gr nih apk ancur,1
Aplikasi yang bukan main² isinya. Walaupun hanya aplikasi tapi sangat bermanfaat dan bahkan yang awalnya butuh les jadi ga terlalu perlu. Malah mengurangi jam sibuk dan diajari dengan video singkat namun dirangkum dengan sangat lengkap dan jelas. Welldone RG👍🏻💯,5
Ruang guru sangat berguna untuk ku yang sedang mengikuti olimpiade!,5
"Pertama kali dengar ruang guru sih kayak ga tertarik sama sekali, setelah saya akses ruang guru untuk belajar daring terasa sekali efek nya. Selain mudah dipahami video penjelasan gak berat sama sekali ketika lewat di telinga dan bagus nya lagi yang awal nya aku gak bisa mtk sekarang bisa mtk dan mudah sekali menjawab soal nya. Terimakasih ruang guru",5
sumpah bagus bangetttt jangan nyesel sama aplikasi ini karna ga ada nyeselnya😭❤️🖤,5
Menurut ku belajar di sini sangan nyaman dan bisa lebih masuk di fikiran ku,5
"Sangat membantu belajar materi2 Utbk karena selain ada drill soal dan penjelasan mater, kita juga di kasih report kita lebih dan kurangnya di mana top deh ruangguru",5
"tolong dong ruang guru sy mau ikut bao selalu ga bisa pasti ada tra kendala nya, pas mau pencet jawaban di pol selalu ga bisa, masuk ke apk nya aja ga bisa tolong dong diperbaiki lagi",1
Bagus pembelajaran nya masya Allah 👍👍👍 cuman yg kurang di sini waktu mau nonton pelajarannya yg lain malah harus preview dulu. Ya Allah aku pengen nonton lengkap tapi kenapa harus preview dulu 😭😭😭 ( previewnya tolong di hilangkan 🙏🙏🙏 ) Terima kasih.,5
Seru banget belakang di ruang guru dari pada harus baca buku lihat video di ruang guru menyenangkan karena di buat denga seru dan simpel 🤩🤩🥹🥹🫶❤❤✅✅ pokok nya belajar di ruang guru seru banget banyak fitur keren seperti strekt dan ada hewan peliharaan nya juga lucu lucu dan ada avatar juga pokok nya banyak buanget lah ❤❤🤩🤩🤯🤯,5
"menu pilihan mapelnya hilang mulu, harus di-close dulu lalu buka apknya lagi baru muncul (kadang jg g muncul sii) mohon segera diperbaikj",2
"Luar biasa tetapi suka ngelek² klw mau tes soal, tapi Bagus Ruangguru aku suka, semoga aja depan bisa tk ngelek lagi supaya pengalaman lebih lancar dan enak😁😁😁",4
"aplikasi nya bagusss banget sumpah,bisa bantu rapor aku bangett niii dlu sebelum kenal ruang guru aku pernah dapet 0 tau temen temen😭. Terus ga sengaja ada iklan ruang guru,aku sebenernya cuma iseng download sih hehehe setelah 1thn aku pake eh tau nya bantu rapot. Dulu di sekolah aku pas mapel MTK selalu dapet nilai 0, Alhamdulillah sekarang dibantu ruang guru nilai aku jadi makin naikk hehehe makasi yaa ruang guru",5
Semoga aku banyak prestasi dapat medali kalo bisa medali internasional dan berkuliah di luar negeri dengan jurusan yang aku mau terus cita cita ku kegapai aamiin.,5
Penjelasan videonya sangat sangat mudah dipahami dan videonya juga sangat menarik ga membosankan,5
"Semenjak konsisten belajar pake ruangguru, aku jadi masuk peringkat 3 besar. Makasiii rg!!🙌💗 Tapi sayangnya ada bbrp materi yang gak adaa:(, tapi gapapaa semoga nanti materi dirg makin lengkap yaa.. sukses terus rg!!",5
"Platform belajar yang sangat seru edukatif, interaktif, dan animasinya keren.",5
"Ruang guru sangat amat membantu saya dalam pendidikan,disini saya mendapatkan ilmu lebih yang kurang di ajarkan di sekolah,saya lebih mendapatkan wawasan,dari awalnya saya malas belajar di sekolah karna sistem mengajar guru yang kurang namun itu di patahkan oleh ruang guru,yang membuat saya semangat kembali untuk belajar,paket berlangganan nya sangat murah dan bersahabat bagi kita para pelajar,terima kasih ruang guru🤩",5
"Kenapaya tiap saya mau mengerjakan TO saya, aplikasi nya selalu elek dan terkadang tidak merespon. Tolong dong developer diperbaiki",2
ini gimana si baru juga download uda lemot aja ke hp padahal ram saya masi banyak tapi kenapa pas buka ruang guru lemot bangett gimana carany saya belajar tolong dong di perbaiki lagi!! hp saya jadi lemot kemana gara²ruang guruny ga bisa di buka sekaliny di buka lemot ke hp,1
"Saya Sangat Suka Dengan Aplikasi Nya,Dapat Mempermudah Kita Belajar Walaupun Melalui Aplikasi,Semoga Kedepannya Ruangguru Makin Maju,Makin Berjaya,Makin Sukses. Amiinn",5
"kalau ajah ruang guru tuh tanpa adanya (pembayaran), antar orang yang membutuh materi pembelajaran.",5
"Plis aplikasinya lemot banget , buat isi rating Brain Academy, buat buka Kelas lemot banget. Bahkan sering banget Erorrrrrr......",1
"Mohon pembahasan hasil TO UTBK bisa diunduh karena tidak semua siswa bisa menggunakan alat elektronik, seperti saya yang sekolah di pondok pesantren. Di sana tidak boleh ada pengunaan alat elektronik seperti HP dan laptop jadi kami tidak memiliki akses, jadi kami butuh fitur unduh pembahasan agar bisa kami print out. Mohom pengertian nya.🙏🙏🙏",3
Wow Ruangguru is that so beautiful and keren banget. Terimakasih buat Ruangguru yg telaah memberikan video film motivasi buat anak anak pelajar di seluruh indonesia Dan Terima kasih buat kk iman usman dan kk belva secara yg telah mem berikan film CLASH OF CHAMPIONS🏆🏆🏆 2024 DAN FILM ACADEMY OF CHAMPIONS Itu sangat sangat lah berarti bagi kita seluruh warga Indonesia. Berkat itu anak anak muda dan pelajar makin termotivasi untuk menuju kesuksesan mereka masing masing aminnn. COC AND AOC JAYA,5
